Sensor_ID,Machine_ID,Voltage_Reading,Pressure_Reading,Gas_Flow,RF_Power,Temperature,Sensor_Status,Drift_Status,Timestamp
SENS_012685,MACH_005,120.476,49.952,450.86,1415.3,250.48,Active,Stable,2026-04-11 05:37:01
SENS_012686,MACH_004,120.059,50.056,450.16,1408.7,249.15,Active,Stable,2026-04-11 05:34:01
SENS_012687,MACH_002,119.83,49.972,448.38,1476.0,249.62,Warning,Drifting,2026-04-11 05:31:01
SENS_012688,MACH_001,119.356,49.964,447.34,1442.1,249.81,Active,Stable,2026-04-11 05:28:01
SENS_012689,MACH_005,120.023,50.069,447.52,1476.7,249.96,Active,Stable,2026-04-11 05:25:01
SENS_012690,MACH_001,120.065,49.942,450.33,1550.7,248.03,Active,Stable,2026-04-11 05:22:01
SENS_012691,MACH_005,119.912,50.048,448.94,1445.7,248.85,Active,Stable,2026-04-11 05:19:01
SENS_012692,MACH_001,120.221,50.121,451.81,1463.5,249.91,Active,Stable,2026-04-11 05:16:01
SENS_012693,MACH_003,120.355,49.939,449.43,1537.8,250.17,Active,Stable,2026-04-11 05:13:01
SENS_012694,MACH_002,119.664,49.937,449.44,1478.0,250.21,Active,Stable,2026-04-11 05:10:01
SENS_012695,MACH_002,120.988,49.98,451.52,1508.9,247.96,Active,Stable,2026-04-11 05:07:01
SENS_012696,MACH_003,119.544,50.162,451.24,1418.9,251.41,Active,Stable,2026-04-11 05:04:01
SENS_012697,MACH_004,120.486,49.892,449.3,1566.9,249.3,Active,Stable,2026-04-11 05:01:01
SENS_012698,MACH_004,119.741,50.096,449.35,1451.1,250.31,Active,Stable,2026-04-11 04:58:01
SENS_012699,MACH_001,121.033,49.93,446.26,1513.9,250.45,Active,Stable,2026-04-11 04:55:01
SENS_012700,MACH_004,119.667,49.896,453.34,1549.1,249.48,Active,Stable,2026-04-11 04:52:01
SENS_012701,MACH_005,119.33,50.065,451.5,1521.7,249.09,Active,Stable,2026-04-11 04:49:01
SENS_012702,MACH_002,119.506,50.062,449.26,1465.6,249.86,Active,Stable,2026-04-11 04:46:01
SENS_012703,MACH_004,121.326,50.019,451.32,1580.2,249.89,Active,Stable,2026-04-11 04:43:01
SENS_012704,MACH_004,120.088,50.121,451.97,1418.1,248.25,Active,Stable,2026-04-11 04:40:01
SENS_012705,MACH_005,120.146,50.047,447.68,1436.7,249.63,Active,Stable,2026-04-11 04:37:01
SENS_012706,MACH_004,119.998,50.078,452.3,1477.9,249.77,Active,Stable,2026-04-11 04:34:01
SENS_012707,MACH_005,120.624,50.003,449.37,1517.5,248.8,Active,Stable,2026-04-11 04:31:01
SENS_012708,MACH_004,119.963,50.071,447.64,1547.3,251.31,Active,Stable,2026-04-11 04:28:01
SENS_012709,MACH_004,119.369,50.117,446.82,1510.1,250.5,Active,Stable,2026-04-11 04:25:01
SENS_012710,MACH_003,119.78,49.977,454.04,1520.7,251.14,Active,Stable,2026-04-11 04:22:01
SENS_012711,MACH_002,120.524,49.867,452.28,1582.8,249.2,Active,Stable,2026-04-11 04:19:01
SENS_012712,MACH_001,120.091,49.881,452.8,1511.9,250.24,Active,Stable,2026-04-11 04:16:01
SENS_012713,MACH_004,120.376,50.016,448.49,1565.4,250.06,Active,Stable,2026-04-11 04:13:01
SENS_012714,MACH_002,119.995,50.081,451.69,1485.3,250.18,Active,Stable,2026-04-11 04:10:01
SENS_012715,MACH_004,120.155,50.17,446.28,1537.9,248.15,Active,Stable,2026-04-11 04:07:01
SENS_012716,MACH_002,120.317,50.026,452.65,1466.3,249.56,Active,Stable,2026-04-11 04:04:01
SENS_012717,MACH_002,120.688,49.97,449.84,1509.7,250.87,Active,Stable,2026-04-11 04:01:01
SENS_012718,MACH_002,119.474,50.043,453.46,1463.3,250.26,Active,Stable,2026-04-11 03:58:01
SENS_012719,MACH_004,120.523,50.124,452.44,1546.7,250.87,Active,Stable,2026-04-11 03:55:01
SENS_012720,MACH_003,120.358,50.004,450.92,1548.5,249.4,Fault,Drifting,2026-04-11 03:52:01
SENS_012721,MACH_004,119.228,50.007,455.5,1433.3,251.28,Active,Stable,2026-04-11 03:49:01
SENS_012722,MACH_003,119.63,50.038,447.87,1479.3,249.27,Active,Stable,2026-04-11 03:46:01
SENS_012723,MACH_002,120.122,50.157,445.66,1436.0,249.52,Active,Stable,2026-04-11 03:43:01
SENS_012724,MACH_003,120.535,50.012,454.07,1513.5,249.01,Fault,Drifting,2026-04-11 03:40:01
SENS_012725,MACH_005,120.206,49.918,450.11,1519.1,250.1,Fault,Drifting,2026-04-11 03:37:01
SENS_012726,MACH_002,120.458,50.127,448.3,1652.3,250.21,Active,Stable,2026-04-11 03:34:01
SENS_012727,MACH_003,120.254,50.122,448.93,1485.1,250.2,Active,Stable,2026-04-11 03:31:01
SENS_012728,MACH_003,118.977,50.002,447.78,1485.8,250.68,Fault,Drifting,2026-04-11 03:28:01
SENS_012729,MACH_004,120.418,50.091,448.46,1530.4,251.95,Warning,Drifting,2026-04-11 03:25:01
SENS_012730,MACH_005,119.502,50.138,452.14,1483.5,251.24,Active,Stable,2026-04-11 03:22:01
SENS_012731,MACH_001,120.059,50.002,453.38,1394.3,249.7,Active,Stable,2026-04-11 03:19:01
SENS_012732,MACH_003,119.652,50.016,449.36,1564.0,249.84,Active,Stable,2026-04-11 03:16:01
SENS_012733,MACH_001,121.329,50.098,450.8,1521.7,249.5,Active,Stable,2026-04-11 03:13:01
SENS_012734,MACH_002,120.117,50.031,452.46,1549.3,250.12,Active,Stable,2026-04-11 03:10:01
SENS_012735,MACH_003,119.668,49.992,449.18,1466.2,250.87,Active,Stable,2026-04-11 03:07:01
SENS_012736,MACH_003,119.175,50.15,448.94,1534.7,249.52,Active,Stable,2026-04-11 03:04:01
SENS_012737,MACH_005,119.819,50.05,449.01,1565.7,249.96,Active,Stable,2026-04-11 03:01:01
SENS_012738,MACH_003,120.463,50.101,453.66,1455.7,250.09,Active,Stable,2026-04-11 02:58:01
SENS_012739,MACH_002,119.941,49.927,453.66,1545.1,249.69,Active,Stable,2026-04-11 02:55:01
SENS_012740,MACH_002,120.011,50.126,447.56,1485.6,249.75,Active,Stable,2026-04-11 02:52:01
SENS_012741,MACH_001,120.933,50.071,450.12,1513.2,249.74,Active,Stable,2026-04-11 02:49:01
SENS_012742,MACH_004,120.785,49.995,454.87,1485.3,248.88,Active,Stable,2026-04-11 02:46:01
SENS_012743,MACH_002,120.079,49.693,447.62,1501.8,249.27,Active,Stable,2026-04-11 02:43:01
SENS_012744,MACH_002,119.987,50.077,448.8,1454.3,252.18,Active,Stable,2026-04-11 02:40:01
SENS_012745,MACH_004,119.917,50.002,450.26,1567.7,252.04,Warning,Drifting,2026-04-11 02:37:01
SENS_012746,MACH_004,119.951,50.234,452.03,1453.5,252.86,Active,Stable,2026-04-11 02:34:01
SENS_012747,MACH_004,119.521,50.001,449.84,1480.0,251.22,Active,Stable,2026-04-11 02:31:01
SENS_012748,MACH_003,119.308,49.98,450.1,1550.9,249.42,Active,Stable,2026-04-11 02:28:01
SENS_012749,MACH_005,120.431,50.103,451.96,1487.8,250.13,Active,Stable,2026-04-11 02:25:01
SENS_012750,MACH_005,119.982,50.078,449.64,1524.9,250.38,Active,Stable,2026-04-11 02:22:01
SENS_012751,MACH_004,120.115,49.958,450.44,1547.7,251.51,Active,Stable,2026-04-11 02:19:01
SENS_012752,MACH_002,120.079,50.055,452.97,1469.7,250.91,Active,Stable,2026-04-11 02:16:01
SENS_012753,MACH_004,121.125,50.047,450.41,1456.8,249.79,Active,Stable,2026-04-11 02:13:01
SENS_012754,MACH_002,120.301,49.923,452.32,1563.7,248.78,Active,Stable,2026-04-11 02:10:01
SENS_012755,MACH_001,119.784,50.004,448.03,1495.8,250.3,Active,Stable,2026-04-11 02:07:01
SENS_012756,MACH_003,119.276,49.929,450.95,1592.6,248.3,Active,Stable,2026-04-11 02:04:01
SENS_012757,MACH_005,119.566,49.875,449.87,1439.1,251.11,Warning,Drifting,2026-04-11 02:01:01
SENS_012758,MACH_002,119.071,50.003,452.88,1464.0,250.17,Active,Stable,2026-04-11 01:58:01
SENS_012759,MACH_003,118.859,49.998,449.46,1556.9,249.86,Active,Stable,2026-04-11 01:55:01
SENS_012760,MACH_002,120.225,50.051,451.39,1501.2,249.43,Active,Stable,2026-04-11 01:52:01
SENS_012761,MACH_001,119.872,50.05,454.05,1510.5,249.84,Active,Stable,2026-04-11 01:49:01
SENS_012762,MACH_003,120.531,49.845,452.21,1496.5,249.25,Active,Stable,2026-04-11 01:46:01
SENS_012763,MACH_004,120.627,50.136,449.5,1468.7,250.15,Active,Stable,2026-04-11 01:43:01
SENS_012764,MACH_003,120.211,49.962,451.5,1532.5,249.65,Active,Stable,2026-04-11 01:40:01
SENS_012765,MACH_001,119.77,50.202,449.83,1497.2,249.68,Active,Stable,2026-04-11 01:37:01
SENS_012766,MACH_004,120.421,49.971,449.44,1600.4,247.43,Active,Stable,2026-04-11 01:34:01
SENS_012767,MACH_005,119.611,50.056,451.49,1511.3,249.9,Active,Stable,2026-04-11 01:31:01
SENS_012768,MACH_004,119.926,49.992,449.46,1503.8,249.1,Active,Stable,2026-04-11 01:28:01
SENS_012769,MACH_002,119.705,49.725,451.99,1482.7,249.78,Active,Stable,2026-04-11 01:25:01
SENS_012770,MACH_002,120.349,49.794,451.92,1592.5,250.17,Active,Stable,2026-04-11 01:22:01
SENS_012771,MACH_001,120.294,50.14,448.82,1485.3,249.54,Active,Stable,2026-04-11 01:19:01
SENS_012772,MACH_005,119.641,49.949,450.92,1446.9,250.46,Active,Stable,2026-04-11 01:16:01
SENS_012773,MACH_003,120.97,49.934,450.66,1448.6,249.73,Active,Stable,2026-04-11 01:13:01
SENS_012774,MACH_005,119.957,50.14,452.46,1447.8,248.8,Active,Stable,2026-04-11 01:10:01
SENS_012775,MACH_004,119.693,50.085,450.35,1511.5,250.45,Active,Stable,2026-04-11 01:07:01
SENS_012776,MACH_005,120.042,50.014,451.52,1479.4,249.53,Active,Stable,2026-04-11 01:04:01
SENS_012777,MACH_003,120.656,49.983,448.38,1600.0,250.43,Active,Stable,2026-04-11 01:01:01
SENS_012778,MACH_004,120.952,50.13,448.18,1574.0,251.78,Active,Stable,2026-04-11 00:58:01
SENS_012779,MACH_003,118.941,49.846,449.04,1530.3,249.23,Fault,Drifting,2026-04-11 00:55:01
SENS_012780,MACH_001,119.989,50.045,448.14,1541.4,251.39,Active,Stable,2026-04-11 00:52:01
SENS_012781,MACH_003,119.929,50.035,446.8,1540.1,251.46,Warning,Drifting,2026-04-11 00:49:01
SENS_012782,MACH_005,119.66,50.009,448.42,1460.8,251.28,Active,Stable,2026-04-11 00:46:01
SENS_012783,MACH_001,120.142,49.956,451.73,1474.6,249.36,Active,Stable,2026-04-11 00:43:01
SENS_012784,MACH_004,120.1,49.978,448.61,1445.1,249.0,Fault,Drifting,2026-04-11 00:40:01
SENS_012785,MACH_003,119.363,50.055,450.66,1509.9,248.36,Active,Stable,2026-04-11 00:37:01
SENS_012786,MACH_003,119.088,50.029,447.24,1551.8,250.65,Active,Stable,2026-04-11 00:34:01
SENS_012787,MACH_002,119.684,50.019,449.92,1520.6,249.42,Active,Stable,2026-04-11 00:31:01
SENS_012788,MACH_002,120.536,49.965,453.06,1473.7,251.26,Active,Stable,2026-04-11 00:28:01
SENS_012789,MACH_001,120.804,50.092,450.08,1514.1,249.51,Active,Stable,2026-04-11 00:25:01
SENS_012790,MACH_001,119.882,50.124,449.11,1566.1,251.76,Active,Stable,2026-04-11 00:22:01
SENS_012791,MACH_005,120.204,50.245,452.82,1411.3,251.25,Active,Stable,2026-04-11 00:19:01
SENS_012792,MACH_003,119.883,49.904,452.24,1508.4,251.56,Active,Stable,2026-04-11 00:16:01
SENS_012793,MACH_005,119.612,50.023,449.48,1492.8,250.41,Warning,Drifting,2026-04-11 00:13:01
SENS_012794,MACH_005,120.241,49.961,448.72,1489.0,250.09,Active,Stable,2026-04-11 00:10:01
SENS_012795,MACH_003,120.67,50.17,449.65,1534.5,250.78,Active,Stable,2026-04-11 00:07:01
SENS_012796,MACH_004,119.668,50.068,448.94,1542.3,249.58,Active,Stable,2026-04-11 00:04:01
SENS_012797,MACH_004,120.556,49.967,449.01,1523.8,250.72,Active,Stable,2026-04-11 00:01:01
SENS_012798,MACH_004,120.23,49.865,449.47,1624.8,250.17,Active,Stable,2026-04-10 23:58:01
SENS_012799,MACH_002,120.363,49.837,449.44,1574.8,249.85,Active,Stable,2026-04-10 23:55:01
SENS_012800,MACH_004,120.87,50.01,447.94,1411.5,249.24,Active,Stable,2026-04-10 23:52:01
SENS_012801,MACH_001,120.309,49.971,448.09,1498.9,248.66,Active,Stable,2026-04-10 23:49:01
SENS_012802,MACH_004,119.187,49.926,450.2,1507.5,249.42,Active,Stable,2026-04-10 23:46:01
SENS_012803,MACH_003,120.398,49.863,449.08,1462.9,251.48,Warning,Drifting,2026-04-10 23:43:01
SENS_012804,MACH_005,120.219,49.986,450.62,1428.7,250.4,Active,Stable,2026-04-10 23:40:01
SENS_012805,MACH_005,120.551,49.91,446.42,1486.9,250.9,Active,Stable,2026-04-10 23:37:01
SENS_012806,MACH_001,119.248,50.058,450.29,1523.7,248.76,Active,Stable,2026-04-10 23:34:01
SENS_012807,MACH_002,120.109,50.027,452.07,1485.8,250.0,Active,Stable,2026-04-10 23:31:01
SENS_012808,MACH_003,119.905,50.061,448.92,1457.5,249.24,Active,Stable,2026-04-10 23:28:01
SENS_012809,MACH_004,120.721,50.185,451.07,1505.8,249.21,Active,Stable,2026-04-10 23:25:01
SENS_012810,MACH_003,120.038,50.05,454.65,1399.4,249.92,Active,Stable,2026-04-10 23:22:01
SENS_012811,MACH_001,119.775,50.166,448.73,1538.9,248.74,Active,Stable,2026-04-10 23:19:01
SENS_012812,MACH_004,120.218,49.987,451.12,1545.5,249.94,Active,Stable,2026-04-10 23:16:01
SENS_012813,MACH_004,119.701,50.035,446.61,1537.8,249.49,Active,Stable,2026-04-10 23:13:01
SENS_012814,MACH_005,119.87,50.058,452.85,1544.8,251.27,Active,Stable,2026-04-10 23:10:01
SENS_012815,MACH_005,120.547,49.948,448.22,1558.9,248.85,Active,Stable,2026-04-10 23:07:01
SENS_012816,MACH_003,119.749,49.925,451.75,1398.0,248.66,Active,Stable,2026-04-10 23:04:01
SENS_012817,MACH_004,119.41,50.02,449.68,1480.2,251.41,Active,Stable,2026-04-10 23:01:01
SENS_012818,MACH_003,119.766,49.974,448.25,1501.7,250.0,Active,Stable,2026-04-10 22:58:01
SENS_012819,MACH_004,120.578,50.22,452.01,1384.5,248.14,Warning,Drifting,2026-04-10 22:55:01
SENS_012820,MACH_002,119.998,49.977,449.66,1518.7,250.36,Active,Stable,2026-04-10 22:52:01
SENS_012821,MACH_001,120.455,50.09,444.42,1467.2,249.83,Active,Stable,2026-04-10 22:49:01
SENS_012822,MACH_005,120.368,50.118,451.72,1579.3,250.7,Active,Stable,2026-04-10 22:46:01
SENS_012823,MACH_001,119.864,50.116,449.05,1522.4,250.04,Active,Stable,2026-04-10 22:43:01
SENS_012824,MACH_003,119.872,50.072,451.37,1466.4,250.18,Active,Stable,2026-04-10 22:40:01
SENS_012825,MACH_003,119.624,49.905,449.34,1388.7,248.96,Active,Stable,2026-04-10 22:37:01
SENS_012826,MACH_002,119.525,49.906,451.44,1472.7,249.6,Active,Stable,2026-04-10 22:34:01
SENS_012827,MACH_005,119.954,49.965,450.6,1545.0,248.87,Active,Stable,2026-04-10 22:31:01
SENS_012828,MACH_004,119.647,49.823,449.49,1479.7,249.89,Active,Stable,2026-04-10 22:28:01
SENS_012829,MACH_003,119.655,49.836,448.95,1539.3,249.5,Warning,Drifting,2026-04-10 22:25:01
SENS_012830,MACH_005,118.989,49.944,451.88,1457.9,251.32,Active,Stable,2026-04-10 22:22:01
SENS_012831,MACH_005,120.313,49.851,448.21,1603.0,250.06,Active,Stable,2026-04-10 22:19:01
SENS_012832,MACH_002,119.846,49.896,451.42,1504.5,249.04,Active,Stable,2026-04-10 22:16:01
SENS_012833,MACH_002,119.923,50.187,451.82,1452.7,249.25,Active,Stable,2026-04-10 22:13:01
SENS_012834,MACH_004,119.669,50.172,449.08,1550.3,251.1,Active,Stable,2026-04-10 22:10:01
SENS_012835,MACH_004,119.798,49.952,447.65,1482.6,249.77,Active,Stable,2026-04-10 22:07:01
SENS_012836,MACH_004,120.474,49.888,455.54,1534.3,249.57,Active,Stable,2026-04-10 22:04:01
SENS_012837,MACH_003,120.179,50.016,449.82,1620.3,251.25,Active,Stable,2026-04-10 22:01:01
SENS_012838,MACH_002,119.913,49.872,450.11,1506.7,248.85,Active,Stable,2026-04-10 21:58:01
SENS_012839,MACH_001,119.713,49.932,448.94,1532.9,248.53,Warning,Drifting,2026-04-10 21:55:01
SENS_012840,MACH_003,120.797,50.134,451.01,1418.9,249.24,Active,Stable,2026-04-10 21:52:01
SENS_012841,MACH_004,120.263,49.899,452.94,1591.2,249.36,Active,Stable,2026-04-10 21:49:01
SENS_012842,MACH_005,120.041,50.041,446.92,1502.1,250.85,Warning,Drifting,2026-04-10 21:46:01
SENS_012843,MACH_003,119.485,50.054,448.59,1551.3,250.6,Active,Stable,2026-04-10 21:43:01
SENS_012844,MACH_005,119.941,49.956,455.59,1545.6,250.09,Active,Stable,2026-04-10 21:40:01
SENS_012845,MACH_003,118.576,50.03,455.18,1412.5,251.12,Active,Stable,2026-04-10 21:37:01
SENS_012846,MACH_001,120.482,49.83,449.23,1579.0,251.23,Active,Stable,2026-04-10 21:34:01
SENS_012847,MACH_001,119.805,50.074,451.19,1497.0,250.97,Active,Stable,2026-04-10 21:31:01
SENS_012848,MACH_004,119.532,50.113,447.23,1433.9,248.27,Active,Stable,2026-04-10 21:28:01
SENS_012849,MACH_001,119.64,50.021,451.85,1343.6,250.27,Active,Stable,2026-04-10 21:25:01
SENS_012850,MACH_002,121.183,49.955,449.28,1446.8,250.37,Active,Stable,2026-04-10 21:22:01
SENS_012851,MACH_005,119.911,49.984,447.56,1495.9,249.91,Active,Stable,2026-04-10 21:19:01
SENS_012852,MACH_001,119.971,50.04,451.44,1465.0,251.4,Active,Stable,2026-04-10 21:16:01
SENS_012853,MACH_005,119.597,50.052,450.48,1467.1,249.56,Active,Stable,2026-04-10 21:13:01
SENS_012854,MACH_005,120.237,49.929,451.45,1465.4,249.32,Active,Stable,2026-04-10 21:10:01
SENS_012855,MACH_001,120.958,50.012,454.06,1547.0,248.96,Active,Stable,2026-04-10 21:07:01
SENS_012856,MACH_002,119.393,49.901,447.69,1539.1,249.11,Active,Stable,2026-04-10 21:04:01
SENS_012857,MACH_003,119.6,50.071,448.76,1488.9,250.34,Active,Stable,2026-04-10 21:01:01
SENS_012858,MACH_004,120.462,50.008,450.24,1465.1,250.07,Active,Stable,2026-04-10 20:58:01
SENS_012859,MACH_005,119.231,50.164,447.86,1517.8,246.65,Active,Stable,2026-04-10 20:55:01
SENS_012860,MACH_003,120.438,49.968,451.08,1465.0,249.29,Active,Stable,2026-04-10 20:52:01
SENS_012861,MACH_003,120.642,49.984,450.54,1461.5,250.15,Active,Stable,2026-04-10 20:49:01
SENS_012862,MACH_004,120.406,50.08,450.06,1485.8,249.25,Active,Stable,2026-04-10 20:46:01
SENS_012863,MACH_002,120.522,49.896,448.07,1515.0,249.7,Active,Stable,2026-04-10 20:43:01
SENS_012864,MACH_003,120.038,49.763,448.33,1472.0,250.07,Active,Stable,2026-04-10 20:40:01
SENS_012865,MACH_003,119.699,50.055,452.63,1444.8,249.22,Active,Stable,2026-04-10 20:37:01
SENS_012866,MACH_001,119.827,49.885,452.33,1526.2,251.01,Fault,Drifting,2026-04-10 20:34:01
SENS_012867,MACH_003,119.029,49.956,447.05,1595.5,248.77,Active,Stable,2026-04-10 20:31:01
SENS_012868,MACH_001,120.236,49.905,449.1,1466.3,250.47,Active,Stable,2026-04-10 20:28:01
SENS_012869,MACH_002,120.133,49.949,447.6,1558.9,248.52,Warning,Drifting,2026-04-10 20:25:01
SENS_012870,MACH_004,119.341,50.003,451.71,1485.9,249.13,Active,Stable,2026-04-10 20:22:01
SENS_012871,MACH_004,119.171,50.043,448.71,1563.6,249.69,Active,Stable,2026-04-10 20:19:01
SENS_012872,MACH_003,119.952,49.87,450.19,1507.2,247.46,Active,Stable,2026-04-10 20:16:01
SENS_012873,MACH_001,119.512,50.03,450.48,1547.1,248.08,Active,Stable,2026-04-10 20:13:01
SENS_012874,MACH_002,119.596,50.143,451.44,1467.0,250.86,Active,Stable,2026-04-10 20:10:01
SENS_012875,MACH_003,120.287,50.12,450.99,1546.7,249.72,Active,Stable,2026-04-10 20:07:01
SENS_012876,MACH_001,120.455,49.921,451.7,1500.2,250.04,Active,Stable,2026-04-10 20:04:01
SENS_012877,MACH_001,121.263,49.986,450.08,1409.7,250.53,Warning,Drifting,2026-04-10 20:01:01
SENS_012878,MACH_003,120.27,49.981,448.3,1557.7,251.96,Active,Stable,2026-04-10 19:58:01
SENS_012879,MACH_001,119.987,49.967,449.11,1461.1,249.66,Active,Stable,2026-04-10 19:55:01
SENS_012880,MACH_004,120.273,50.213,445.3,1523.9,250.97,Active,Stable,2026-04-10 19:52:01
SENS_012881,MACH_001,119.152,50.083,450.55,1504.8,251.82,Active,Stable,2026-04-10 19:49:01
SENS_012882,MACH_005,120.341,49.944,451.86,1546.6,249.5,Warning,Drifting,2026-04-10 19:46:01
SENS_012883,MACH_003,120.299,50.024,449.19,1549.3,248.84,Active,Stable,2026-04-10 19:43:01
SENS_012884,MACH_003,120.205,50.143,448.43,1580.2,250.07,Active,Stable,2026-04-10 19:40:01
SENS_012885,MACH_001,119.566,49.972,450.51,1470.7,250.88,Active,Stable,2026-04-10 19:37:01
SENS_012886,MACH_003,119.464,50.05,450.22,1561.7,248.89,Active,Stable,2026-04-10 19:34:01
SENS_012887,MACH_005,119.954,49.879,450.63,1520.8,249.22,Warning,Drifting,2026-04-10 19:31:01
SENS_012888,MACH_001,120.066,49.79,451.52,1611.1,249.79,Active,Stable,2026-04-10 19:28:01
SENS_012889,MACH_005,120.318,50.084,450.87,1488.9,250.09,Active,Stable,2026-04-10 19:25:01
SENS_012890,MACH_003,120.129,49.875,451.73,1569.9,249.93,Active,Stable,2026-04-10 19:22:01
SENS_012891,MACH_003,119.964,49.967,447.42,1548.5,248.32,Active,Stable,2026-04-10 19:19:01
SENS_012892,MACH_005,120.401,50.049,448.96,1470.0,250.99,Warning,Drifting,2026-04-10 19:16:01
SENS_012893,MACH_004,120.677,49.932,448.16,1458.8,248.12,Active,Stable,2026-04-10 19:13:01
SENS_012894,MACH_004,120.819,49.992,444.74,1506.5,250.42,Active,Stable,2026-04-10 19:10:01
SENS_012895,MACH_004,119.998,49.959,449.34,1455.5,249.37,Active,Stable,2026-04-10 19:07:01
SENS_012896,MACH_005,120.172,50.031,447.25,1480.0,249.12,Active,Stable,2026-04-10 19:04:01
SENS_012897,MACH_003,119.789,50.031,450.04,1449.4,251.62,Active,Stable,2026-04-10 19:01:01
SENS_012898,MACH_003,120.114,49.703,454.33,1491.2,250.96,Warning,Drifting,2026-04-10 18:58:01
SENS_012899,MACH_001,120.324,50.052,447.96,1568.2,249.96,Active,Stable,2026-04-10 18:55:01
SENS_012900,MACH_002,120.344,49.936,451.19,1419.8,250.58,Active,Stable,2026-04-10 18:52:01
SENS_012901,MACH_003,119.869,49.974,450.26,1404.2,250.34,Active,Stable,2026-04-10 18:49:01
SENS_012902,MACH_005,119.605,49.756,452.59,1514.4,248.75,Active,Stable,2026-04-10 18:46:01
SENS_012903,MACH_001,120.175,49.97,449.75,1503.3,251.09,Active,Stable,2026-04-10 18:43:01
SENS_012904,MACH_003,119.901,50.007,451.95,1482.5,248.38,Active,Stable,2026-04-10 18:40:01
SENS_012905,MACH_005,119.614,49.825,450.4,1504.3,249.83,Warning,Drifting,2026-04-10 18:37:01
SENS_012906,MACH_004,120.506,50.109,450.87,1459.4,250.86,Active,Stable,2026-04-10 18:34:01
SENS_012907,MACH_003,119.582,50.0,451.41,1517.3,250.7,Warning,Drifting,2026-04-10 18:31:01
SENS_012908,MACH_002,120.608,49.968,449.1,1463.2,252.16,Active,Stable,2026-04-10 18:28:01
SENS_012909,MACH_003,119.909,50.14,445.51,1459.9,249.93,Active,Stable,2026-04-10 18:25:01
SENS_012910,MACH_005,119.896,49.894,447.96,1482.6,250.86,Active,Stable,2026-04-10 18:22:01
SENS_012911,MACH_004,119.444,50.025,451.7,1536.5,251.44,Warning,Drifting,2026-04-10 18:19:01
SENS_012912,MACH_004,120.398,49.963,452.67,1605.3,249.11,Active,Stable,2026-04-10 18:16:01
SENS_012913,MACH_001,120.126,49.957,448.91,1444.2,249.92,Active,Stable,2026-04-10 18:13:01
SENS_012914,MACH_002,119.444,50.02,449.68,1435.7,249.9,Active,Stable,2026-04-10 18:10:01
SENS_012915,MACH_005,120.627,50.133,451.42,1502.8,251.69,Active,Stable,2026-04-10 18:07:01
SENS_012916,MACH_002,120.352,50.04,445.71,1495.9,250.82,Active,Stable,2026-04-10 18:04:01
SENS_012917,MACH_003,120.002,49.803,452.32,1477.3,250.31,Active,Stable,2026-04-10 18:01:01
SENS_012918,MACH_004,120.588,49.89,450.32,1501.5,251.54,Active,Stable,2026-04-10 17:58:01
SENS_012919,MACH_001,120.397,50.038,449.17,1508.0,249.07,Active,Stable,2026-04-10 17:55:01
SENS_012920,MACH_003,120.554,49.881,452.94,1549.3,250.27,Warning,Drifting,2026-04-10 17:52:01
SENS_012921,MACH_003,118.578,50.019,455.19,1537.3,248.82,Active,Stable,2026-04-10 17:49:01
SENS_012922,MACH_003,119.519,50.081,448.97,1436.4,251.99,Warning,Drifting,2026-04-10 17:46:01
SENS_012923,MACH_005,120.943,49.89,447.53,1579.8,249.63,Active,Stable,2026-04-10 17:43:01
SENS_012924,MACH_002,120.225,49.973,453.13,1532.0,249.58,Active,Stable,2026-04-10 17:40:01
SENS_012925,MACH_002,119.819,49.992,449.21,1544.8,251.66,Active,Stable,2026-04-10 17:37:01
SENS_012926,MACH_004,120.354,49.768,449.21,1497.6,249.03,Active,Stable,2026-04-10 17:34:01
SENS_012927,MACH_003,120.232,50.032,453.07,1430.5,250.78,Active,Stable,2026-04-10 17:31:01
SENS_012928,MACH_003,120.066,49.906,454.25,1489.7,249.0,Active,Stable,2026-04-10 17:28:01
SENS_012929,MACH_005,119.487,50.03,449.96,1495.7,249.48,Active,Stable,2026-04-10 17:25:01
SENS_012930,MACH_002,120.425,49.811,446.48,1464.4,250.76,Warning,Drifting,2026-04-10 17:22:01
SENS_012931,MACH_005,119.632,50.015,445.96,1494.0,252.17,Active,Stable,2026-04-10 17:19:01
SENS_012932,MACH_003,119.904,49.994,448.6,1505.2,248.21,Warning,Drifting,2026-04-10 17:16:01
SENS_012933,MACH_005,120.132,50.065,449.61,1482.0,249.73,Active,Stable,2026-04-10 17:13:01
SENS_012934,MACH_002,120.915,49.971,448.63,1610.0,250.13,Active,Stable,2026-04-10 17:10:01
SENS_012935,MACH_003,120.949,49.984,446.52,1468.4,250.91,Active,Stable,2026-04-10 17:07:01
SENS_012936,MACH_001,119.826,50.056,447.53,1458.2,248.86,Active,Stable,2026-04-10 17:04:01
SENS_012937,MACH_002,119.77,50.007,449.31,1494.8,248.78,Active,Stable,2026-04-10 17:01:01
SENS_012938,MACH_005,119.84,50.119,448.3,1480.0,250.06,Warning,Drifting,2026-04-10 16:58:01
SENS_012939,MACH_003,119.868,50.038,451.02,1555.4,248.99,Warning,Drifting,2026-04-10 16:55:01
SENS_012940,MACH_003,119.799,49.968,449.29,1455.5,251.67,Active,Stable,2026-04-10 16:52:01
