Wafer_ID,Batch_ID,Machine_ID,Process_Step,Yield_Percentage,Defect_Count,Defect_Type,Gate_Oxide_Thickness,Etch_Time,Temperature,Chamber_Pressure,Voltage,Gas_Flow_Rate,Timestamp
WF_004738,BATCH_025,MACH_003,Post-Etch,97.0,2,None,89.437,118.56,245.47,48.67,119.95,435.76,2026-03-19 07:21:55
WF_004739,BATCH_055,MACH_001,Post-Etch,95.5,5,None,87.955,116.72,249.74,45.92,119.95,454.76,2026-03-19 07:06:55
WF_004740,BATCH_090,MACH_005,Post-Etch,97.0,2,None,90.724,122.28,249.51,51.85,121.58,443.87,2026-03-19 06:51:55
WF_004741,BATCH_095,MACH_001,Post-Etch,96.5,3,None,91.122,119.03,250.37,52.55,119.63,419.65,2026-03-19 06:36:55
WF_004742,BATCH_001,MACH_003,Post-Etch,97.0,2,None,90.023,124.65,257.42,49.77,119.69,461.8,2026-03-19 06:21:55
WF_004743,BATCH_013,MACH_001,Post-Etch,97.0,2,None,89.158,118.35,247.38,48.62,119.67,452.29,2026-03-19 06:06:55
WF_004744,BATCH_031,MACH_004,Post-Etch,97.0,2,None,88.958,123.63,254.58,47.96,120.34,442.48,2026-03-19 05:51:55
WF_004745,BATCH_059,MACH_002,Post-Etch,94.0,8,Micro-crack,93.679,120.67,246.97,56.53,119.4,431.06,2026-03-19 05:36:55
WF_004746,BATCH_070,MACH_001,Post-Etch,97.5,1,None,89.809,120.05,251.06,49.43,119.37,451.01,2026-03-19 05:21:55
WF_004747,BATCH_085,MACH_002,Post-Etch,94.5,7,Pattern Distortion,93.448,123.82,253.52,56.78,119.76,441.58,2026-03-19 05:06:55
WF_004748,BATCH_029,MACH_004,Post-Etch,96.0,4,None,89.361,117.66,253.58,48.72,120.44,446.44,2026-03-19 04:51:55
WF_004749,BATCH_034,MACH_001,Post-Etch,98.0,0,None,90.273,115.42,246.03,50.59,119.02,453.14,2026-03-19 04:36:55
WF_004750,BATCH_008,MACH_004,Post-Etch,97.0,2,None,90.294,122.96,253.15,50.73,119.55,463.16,2026-03-19 04:21:55
WF_004751,BATCH_053,MACH_001,Post-Etch,97.0,2,None,88.886,119.53,255.37,47.28,122.08,433.21,2026-03-19 04:06:55
WF_004752,BATCH_028,MACH_001,Post-Etch,97.5,1,None,90.483,118.8,241.6,51.08,120.29,455.28,2026-03-19 03:51:55
WF_004753,BATCH_045,MACH_005,Post-Etch,96.5,3,None,89.017,121.92,250.67,48.0,119.92,461.14,2026-03-19 03:36:55
WF_004754,BATCH_031,MACH_005,Post-Etch,96.0,4,None,90.183,123.94,246.31,49.85,119.94,439.44,2026-03-19 03:21:55
WF_004755,BATCH_053,MACH_005,Post-Etch,97.5,1,None,89.407,120.83,245.12,48.83,120.06,446.61,2026-03-19 03:06:55
WF_004756,BATCH_039,MACH_002,Post-Etch,94.5,7,Pattern Distortion,92.331,117.33,251.76,55.26,119.1,458.74,2026-03-19 02:51:55
WF_004757,BATCH_092,MACH_001,Post-Etch,96.0,4,None,89.051,117.09,259.77,48.51,119.5,455.18,2026-03-19 02:36:55
WF_004758,BATCH_094,MACH_002,Post-Etch,96.5,3,None,91.934,121.27,254.34,53.7,120.37,452.31,2026-03-19 02:21:55
WF_004759,BATCH_034,MACH_002,Post-Etch,93.5,9,Etch Pit,93.014,117.35,255.55,56.33,120.57,438.05,2026-03-19 02:06:55
WF_004760,BATCH_068,MACH_005,Post-Etch,97.5,1,None,90.787,121.27,263.74,51.43,120.36,468.49,2026-03-19 01:51:55
WF_004761,BATCH_032,MACH_002,Post-Etch,93.0,10,Contamination,94.789,123.83,259.63,59.85,119.53,460.22,2026-03-19 01:36:55
WF_004762,BATCH_053,MACH_001,Post-Etch,95.0,6,Photoresist Residue,91.005,123.06,248.28,51.95,122.51,448.7,2026-03-19 01:21:55
WF_004763,BATCH_065,MACH_005,Post-Etch,97.5,1,None,89.789,121.59,242.28,49.75,121.15,434.41,2026-03-19 01:06:55
WF_004764,BATCH_033,MACH_003,Post-Etch,96.5,3,None,90.847,122.4,250.0,51.79,120.02,459.94,2026-03-19 00:51:55
WF_004765,BATCH_005,MACH_005,Post-Etch,95.5,5,None,88.545,117.53,243.77,47.12,119.65,447.73,2026-03-19 00:36:55
WF_004766,BATCH_045,MACH_005,Post-Etch,96.5,3,None,88.488,122.83,257.61,46.47,120.75,444.3,2026-03-19 00:21:55
WF_004767,BATCH_024,MACH_004,Post-Etch,96.0,4,None,89.204,116.91,258.33,48.21,120.37,456.82,2026-03-19 00:06:55
WF_004768,BATCH_096,MACH_001,Post-Etch,97.0,2,None,90.573,115.69,245.1,51.27,120.11,431.09,2026-03-18 23:51:55
WF_004769,BATCH_018,MACH_002,Post-Etch,93.0,10,Pattern Distortion,92.876,122.07,251.56,56.33,121.03,452.71,2026-03-18 23:36:55
WF_004770,BATCH_002,MACH_002,Post-Etch,93.0,10,Photoresist Residue,94.718,124.9,251.46,59.83,120.51,441.78,2026-03-18 23:21:55
WF_004771,BATCH_076,MACH_004,Post-Etch,97.5,1,None,89.394,118.07,247.86,48.41,119.19,457.95,2026-03-18 23:06:55
WF_004772,BATCH_083,MACH_002,Post-Etch,93.5,9,Etch Pit,93.868,116.07,248.74,57.37,120.48,447.92,2026-03-18 22:51:55
WF_004773,BATCH_004,MACH_002,Post-Etch,97.5,1,None,90.74,115.01,245.66,51.41,119.73,455.12,2026-03-18 22:36:55
WF_004774,BATCH_078,MACH_001,Post-Etch,96.5,3,None,89.358,117.14,248.3,48.74,119.97,470.42,2026-03-18 22:21:55
WF_004775,BATCH_064,MACH_003,Post-Etch,98.0,0,None,90.129,119.65,247.26,51.22,119.23,447.2,2026-03-18 22:06:55
WF_004776,BATCH_096,MACH_005,Post-Etch,96.5,3,None,91.417,121.04,249.65,52.21,121.01,461.05,2026-03-18 21:51:55
WF_004777,BATCH_059,MACH_002,Post-Etch,95.5,5,None,91.916,117.33,245.94,54.08,121.39,459.9,2026-03-18 21:36:55
WF_004778,BATCH_099,MACH_003,Post-Etch,97.0,2,None,89.908,122.2,258.37,49.22,120.51,443.22,2026-03-18 21:21:55
WF_004779,BATCH_017,MACH_005,Post-Etch,97.0,2,None,88.915,119.31,251.52,47.6,120.32,446.39,2026-03-18 21:06:55
WF_004780,BATCH_028,MACH_004,Post-Etch,97.0,2,None,89.152,120.93,249.52,47.98,120.8,452.22,2026-03-18 20:51:55
WF_004781,BATCH_081,MACH_005,Post-Etch,96.0,4,None,87.959,123.8,252.44,46.76,120.47,441.68,2026-03-18 20:36:55
WF_004782,BATCH_059,MACH_003,Post-Etch,97.0,2,None,90.406,118.94,246.53,51.06,120.77,451.02,2026-03-18 20:21:55
WF_004783,BATCH_023,MACH_001,Post-Etch,98.0,0,None,90.494,122.7,244.22,50.74,118.46,448.02,2026-03-18 20:06:55
WF_004784,BATCH_097,MACH_002,Post-Etch,95.0,6,Etch Pit,92.813,119.19,252.56,55.67,121.05,452.63,2026-03-18 19:51:55
WF_004785,BATCH_057,MACH_002,Post-Etch,92.0,12,Etch Pit,94.044,124.8,252.75,57.99,120.59,440.47,2026-03-18 19:36:55
WF_004786,BATCH_024,MACH_002,Post-Etch,95.0,6,Photoresist Residue,92.949,119.52,250.88,55.99,119.54,444.16,2026-03-18 19:21:55
WF_004787,BATCH_096,MACH_004,Post-Etch,97.0,2,None,89.524,115.37,249.0,48.53,121.04,444.39,2026-03-18 19:06:55
WF_004788,BATCH_035,MACH_004,Post-Etch,96.0,4,None,90.15,119.14,252.89,50.38,121.53,458.84,2026-03-18 18:51:55
WF_004789,BATCH_056,MACH_003,Post-Etch,95.0,6,Micro-crack,87.146,117.83,250.79,44.31,120.49,463.59,2026-03-18 18:36:55
WF_004790,BATCH_001,MACH_003,Post-Etch,96.5,3,None,90.196,118.76,247.9,50.37,119.64,455.97,2026-03-18 18:21:55
WF_004791,BATCH_030,MACH_004,Post-Etch,95.0,6,Photoresist Residue,91.572,123.48,248.01,53.21,119.08,445.8,2026-03-18 18:06:55
WF_004792,BATCH_042,MACH_005,Post-Etch,97.5,1,None,89.594,115.82,245.72,48.8,120.32,453.21,2026-03-18 17:51:55
WF_004793,BATCH_035,MACH_002,Post-Etch,93.5,9,Photoresist Residue,93.019,115.56,245.02,55.38,120.65,450.98,2026-03-18 17:36:55
WF_004794,BATCH_091,MACH_003,Post-Etch,97.5,1,None,90.659,119.93,246.64,51.58,120.94,458.46,2026-03-18 17:21:55
WF_004795,BATCH_015,MACH_005,Post-Etch,96.0,4,None,91.275,121.46,249.3,53.05,119.01,467.47,2026-03-18 17:06:55
WF_004796,BATCH_078,MACH_004,Post-Etch,96.0,4,None,90.084,119.76,247.34,50.33,119.99,442.24,2026-03-18 16:51:55
WF_004797,BATCH_085,MACH_005,Post-Etch,97.0,2,None,89.941,116.44,251.45,50.4,121.42,452.42,2026-03-18 16:36:55
WF_004798,BATCH_006,MACH_005,Post-Etch,96.0,4,None,88.8,118.21,253.5,47.03,120.7,455.99,2026-03-18 16:21:55
WF_004799,BATCH_030,MACH_002,Post-Etch,91.0,14,Etch Pit,94.229,121.92,245.69,58.63,120.72,452.82,2026-03-18 16:06:55
WF_004800,BATCH_079,MACH_004,Post-Etch,94.5,7,Pattern Distortion,92.05,115.22,239.21,54.63,119.23,430.53,2026-03-18 15:51:55
WF_004801,BATCH_063,MACH_001,Post-Etch,97.0,2,None,90.784,122.36,251.29,51.29,119.9,430.95,2026-03-18 15:36:55
WF_004802,BATCH_071,MACH_001,Post-Etch,95.5,5,None,87.351,120.73,252.89,44.67,120.44,447.79,2026-03-18 15:21:55
WF_004803,BATCH_047,MACH_003,Post-Etch,96.5,3,None,90.634,117.53,253.56,51.44,120.55,452.84,2026-03-18 15:06:55
WF_004804,BATCH_082,MACH_001,Post-Etch,97.0,2,None,90.328,119.86,246.83,50.64,120.66,455.27,2026-03-18 14:51:55
WF_004805,BATCH_092,MACH_003,Post-Etch,97.0,2,None,88.611,121.19,246.63,47.75,120.44,455.83,2026-03-18 14:36:55
WF_004806,BATCH_099,MACH_003,Post-Etch,97.0,2,None,90.179,118.33,248.64,50.94,120.0,442.34,2026-03-18 14:21:55
WF_004807,BATCH_093,MACH_005,Post-Etch,97.5,1,None,90.569,117.58,247.32,50.95,119.15,447.59,2026-03-18 14:06:55
WF_004808,BATCH_001,MACH_004,Post-Etch,96.0,4,None,90.803,118.99,250.52,52.09,118.34,439.9,2026-03-18 13:51:55
WF_004809,BATCH_025,MACH_004,Post-Etch,95.0,6,Micro-crack,87.948,120.27,242.57,46.17,119.33,448.46,2026-03-18 13:36:55
WF_004810,BATCH_059,MACH_001,Post-Etch,95.5,5,None,87.434,117.01,251.72,44.93,118.65,451.15,2026-03-18 13:21:55
WF_004811,BATCH_073,MACH_001,Post-Etch,96.0,4,None,90.424,120.85,254.53,50.6,121.19,461.29,2026-03-18 13:06:55
WF_004812,BATCH_020,MACH_001,Post-Etch,97.0,2,None,90.18,120.75,249.44,50.51,121.75,451.69,2026-03-18 12:51:55
WF_004813,BATCH_003,MACH_002,Post-Etch,95.5,5,None,92.408,117.65,256.55,55.83,120.71,446.06,2026-03-18 12:36:55
WF_004814,BATCH_026,MACH_002,Post-Etch,95.0,6,Etch Pit,92.918,118.69,246.29,56.03,120.63,451.26,2026-03-18 12:21:55
WF_004815,BATCH_062,MACH_004,Post-Etch,95.5,5,None,88.678,118.8,251.0,47.05,117.16,434.93,2026-03-18 12:06:55
WF_004816,BATCH_055,MACH_002,Post-Etch,95.0,6,Etch Pit,92.579,119.88,241.29,55.41,119.54,450.47,2026-03-18 11:51:55
WF_004817,BATCH_034,MACH_002,Post-Etch,93.0,10,Contamination,92.944,118.81,257.39,55.87,118.91,461.9,2026-03-18 11:36:55
WF_004818,BATCH_004,MACH_004,Post-Etch,96.5,3,None,90.284,123.81,245.49,50.26,120.27,444.05,2026-03-18 11:21:55
WF_004819,BATCH_075,MACH_002,Post-Etch,93.0,10,Photoresist Residue,94.155,122.65,251.13,57.64,119.42,443.86,2026-03-18 11:06:55
WF_004820,BATCH_010,MACH_001,Post-Etch,97.0,2,None,88.864,123.56,244.73,48.7,119.69,448.15,2026-03-18 10:51:55
WF_004821,BATCH_019,MACH_004,Post-Etch,97.0,2,None,90.58,117.6,246.23,50.99,119.94,461.8,2026-03-18 10:36:55
WF_004822,BATCH_019,MACH_005,Post-Etch,96.5,3,None,89.162,120.95,247.73,47.89,118.85,440.83,2026-03-18 10:21:55
WF_004823,BATCH_048,MACH_002,Post-Etch,93.0,10,Etch Pit,93.796,115.98,245.96,57.29,120.55,449.39,2026-03-18 10:06:55
WF_004824,BATCH_001,MACH_003,Post-Etch,96.0,4,None,89.004,115.59,249.68,47.89,119.97,448.93,2026-03-18 09:51:55
WF_004825,BATCH_100,MACH_003,Post-Etch,96.0,4,None,90.681,121.27,251.86,51.22,123.2,481.58,2026-03-18 09:36:55
WF_004826,BATCH_087,MACH_003,Post-Etch,95.5,5,None,91.748,120.41,258.07,53.65,120.24,440.62,2026-03-18 09:21:55
WF_004827,BATCH_029,MACH_004,Post-Etch,96.5,3,None,90.257,117.88,245.96,51.08,119.55,465.92,2026-03-18 09:06:55
WF_004828,BATCH_086,MACH_005,Post-Etch,97.0,2,None,90.16,121.75,252.81,50.47,121.09,454.66,2026-03-18 08:51:55
WF_004829,BATCH_069,MACH_001,Post-Etch,95.5,5,None,90.579,124.0,252.68,50.61,120.39,461.69,2026-03-18 08:36:55
WF_004830,BATCH_046,MACH_004,Post-Etch,96.0,4,None,90.284,121.8,252.74,49.79,118.32,442.82,2026-03-18 08:21:55
WF_004831,BATCH_073,MACH_002,Post-Etch,96.0,4,None,90.03,123.74,255.9,50.11,120.92,437.72,2026-03-18 08:06:55
WF_004832,BATCH_087,MACH_004,Post-Etch,97.5,1,None,90.019,122.77,255.17,49.85,118.72,456.63,2026-03-18 07:51:55
WF_004833,BATCH_081,MACH_004,Post-Etch,97.5,1,None,90.382,120.63,246.5,50.01,121.2,443.64,2026-03-18 07:36:55
WF_004834,BATCH_036,MACH_001,Post-Etch,95.5,5,None,91.536,124.98,251.99,53.51,120.21,458.47,2026-03-18 07:21:55
WF_004835,BATCH_089,MACH_005,Post-Etch,97.0,2,None,91.162,124.96,243.09,51.36,122.35,458.91,2026-03-18 07:06:55
WF_004836,BATCH_093,MACH_001,Post-Etch,96.0,4,None,90.512,118.15,250.78,51.27,118.09,461.5,2026-03-18 06:51:55
WF_004837,BATCH_098,MACH_002,Post-Etch,96.0,4,None,91.051,118.28,253.27,52.4,120.05,461.55,2026-03-18 06:36:55
WF_004838,BATCH_059,MACH_005,Post-Etch,95.5,5,None,88.982,122.45,265.37,47.76,119.93,453.04,2026-03-18 06:21:55
WF_004839,BATCH_054,MACH_002,Post-Etch,94.5,7,Micro-crack,92.838,118.13,260.02,55.88,120.19,453.31,2026-03-18 06:06:55
WF_004840,BATCH_056,MACH_005,Post-Etch,96.5,3,None,90.582,117.11,248.5,50.47,118.73,436.89,2026-03-18 05:51:55
WF_004841,BATCH_036,MACH_002,Post-Etch,94.5,7,Pattern Distortion,91.764,118.97,250.97,53.84,119.48,443.56,2026-03-18 05:36:55
WF_004842,BATCH_067,MACH_001,Post-Etch,97.0,2,None,89.228,118.64,253.31,48.91,121.12,443.42,2026-03-18 05:21:55
WF_004843,BATCH_040,MACH_002,Post-Etch,95.5,5,None,91.963,118.83,247.29,54.07,120.55,449.18,2026-03-18 05:06:55
WF_004844,BATCH_043,MACH_005,Post-Etch,96.0,4,None,88.198,118.2,249.23,46.59,119.82,435.48,2026-03-18 04:51:55
WF_004845,BATCH_074,MACH_002,Post-Etch,95.0,6,Pattern Distortion,92.511,118.83,255.39,55.73,120.28,468.09,2026-03-18 04:36:55
WF_004846,BATCH_025,MACH_001,Post-Etch,96.5,3,None,89.392,116.11,254.71,48.6,120.95,429.63,2026-03-18 04:21:55
WF_004847,BATCH_081,MACH_001,Post-Etch,96.0,4,None,88.184,121.62,240.59,45.69,119.62,436.02,2026-03-18 04:06:55
WF_004848,BATCH_100,MACH_003,Post-Etch,94.5,7,Micro-crack,91.697,120.34,249.89,53.56,120.42,429.68,2026-03-18 03:51:55
WF_004849,BATCH_087,MACH_003,Post-Etch,96.0,4,None,90.006,116.3,246.24,50.03,119.56,442.34,2026-03-18 03:36:55
WF_004850,BATCH_087,MACH_001,Post-Etch,96.5,3,None,88.271,115.46,253.22,46.89,120.0,444.02,2026-03-18 03:21:55
WF_004851,BATCH_012,MACH_001,Post-Etch,95.5,5,None,89.304,117.12,245.56,48.27,119.98,434.7,2026-03-18 03:06:55
WF_004852,BATCH_044,MACH_005,Post-Etch,97.5,1,None,89.6,115.56,256.3,49.49,118.53,438.92,2026-03-18 02:51:55
WF_004853,BATCH_084,MACH_003,Post-Etch,95.5,5,None,90.859,118.76,248.51,51.5,121.7,433.73,2026-03-18 02:36:55
WF_004854,BATCH_087,MACH_005,Post-Etch,96.5,3,None,88.65,117.39,259.97,47.72,119.56,434.2,2026-03-18 02:21:55
WF_004855,BATCH_072,MACH_002,Post-Etch,92.5,11,Etch Pit,93.724,117.68,248.75,57.83,120.64,459.9,2026-03-18 02:06:55
WF_004856,BATCH_015,MACH_005,Post-Etch,96.5,3,None,90.572,118.13,252.44,51.23,117.05,447.94,2026-03-18 01:51:55
WF_004857,BATCH_087,MACH_003,Post-Etch,96.5,3,None,88.702,123.02,252.28,46.86,119.29,436.08,2026-03-18 01:36:55
WF_004858,BATCH_052,MACH_005,Post-Etch,95.5,5,None,90.987,117.73,248.57,52.32,120.04,436.82,2026-03-18 01:21:55
WF_004859,BATCH_091,MACH_004,Post-Etch,96.0,4,None,90.277,116.91,249.41,50.73,120.79,453.01,2026-03-18 01:06:55
WF_004860,BATCH_061,MACH_004,Post-Etch,96.5,3,None,90.815,122.13,254.54,51.48,119.84,458.78,2026-03-18 00:51:55
WF_004861,BATCH_044,MACH_005,Post-Etch,96.5,3,None,89.572,119.3,249.12,48.81,119.39,447.85,2026-03-18 00:36:55
WF_004862,BATCH_043,MACH_003,Post-Etch,98.0,0,None,89.993,118.42,259.81,49.79,119.51,453.33,2026-03-18 00:21:55
WF_004863,BATCH_029,MACH_002,Post-Etch,94.5,7,Contamination,92.947,123.02,246.29,56.41,118.58,447.05,2026-03-18 00:06:55
WF_004864,BATCH_029,MACH_002,Post-Etch,91.5,13,Photoresist Residue,95.395,116.97,248.58,60.59,118.78,460.2,2026-03-17 23:51:55
WF_004865,BATCH_002,MACH_005,Post-Etch,95.5,5,None,88.37,124.98,248.42,46.87,120.42,449.46,2026-03-17 23:36:55
WF_004866,BATCH_023,MACH_005,Post-Etch,97.0,2,None,88.88,118.82,253.82,47.64,120.38,424.4,2026-03-17 23:21:55
WF_004867,BATCH_082,MACH_004,Post-Etch,95.0,6,Photoresist Residue,91.769,115.59,249.87,53.32,118.71,447.27,2026-03-17 23:06:55
WF_004868,BATCH_091,MACH_004,Post-Etch,97.0,2,None,89.889,121.77,248.22,49.46,120.86,463.31,2026-03-17 22:51:55
WF_004869,BATCH_041,MACH_003,Post-Etch,96.5,3,None,89.805,120.38,251.55,49.9,119.91,457.61,2026-03-17 22:36:55
WF_004870,BATCH_087,MACH_003,Post-Etch,96.5,3,None,88.896,121.89,249.94,48.16,119.03,455.83,2026-03-17 22:21:55
WF_004871,BATCH_013,MACH_003,Post-Etch,96.5,3,None,89.171,119.58,243.97,48.69,120.56,443.04,2026-03-17 22:06:55
WF_004872,BATCH_023,MACH_002,Post-Etch,94.0,8,Photoresist Residue,93.189,124.26,255.35,56.57,123.18,454.26,2026-03-17 21:51:55
WF_004873,BATCH_049,MACH_004,Post-Etch,96.5,3,None,89.091,119.92,253.13,48.42,120.97,455.6,2026-03-17 21:36:55
WF_004874,BATCH_077,MACH_004,Post-Etch,96.0,4,None,91.425,118.29,252.14,52.74,117.36,455.04,2026-03-17 21:21:55
WF_004875,BATCH_067,MACH_002,Post-Etch,95.5,5,None,92.203,116.33,252.92,54.77,119.67,457.31,2026-03-17 21:06:55
WF_004876,BATCH_009,MACH_002,Post-Etch,97.0,2,None,91.121,115.65,249.38,52.65,119.18,445.17,2026-03-17 20:51:55
WF_004877,BATCH_089,MACH_003,Post-Etch,97.0,2,None,90.165,122.6,246.02,50.5,121.98,437.55,2026-03-17 20:36:55
WF_004878,BATCH_088,MACH_002,Post-Etch,95.5,5,None,91.568,115.02,252.75,52.53,121.22,453.17,2026-03-17 20:21:55
WF_004879,BATCH_032,MACH_004,Post-Etch,97.0,2,None,90.264,117.46,252.17,50.78,120.96,431.93,2026-03-17 20:06:55
WF_004880,BATCH_079,MACH_001,Post-Etch,97.0,2,None,89.902,118.79,249.08,49.8,118.26,453.79,2026-03-17 19:51:55
WF_004881,BATCH_033,MACH_001,Post-Etch,95.5,5,None,89.243,122.86,249.01,49.0,121.98,448.29,2026-03-17 19:36:55
WF_004882,BATCH_045,MACH_001,Post-Etch,97.5,1,None,90.349,118.11,252.24,50.27,119.8,454.38,2026-03-17 19:21:55
WF_004883,BATCH_062,MACH_003,Post-Etch,97.0,2,None,90.439,119.3,256.26,50.86,120.59,462.61,2026-03-17 19:06:55
WF_004884,BATCH_053,MACH_002,Post-Etch,95.0,6,Etch Pit,91.73,123.97,244.96,53.36,120.05,466.11,2026-03-17 18:51:55
WF_004885,BATCH_050,MACH_003,Post-Etch,97.0,2,None,89.987,120.56,248.04,50.06,119.55,460.97,2026-03-17 18:36:55
WF_004886,BATCH_089,MACH_001,Post-Etch,97.0,2,None,90.999,115.22,247.51,52.32,121.24,444.28,2026-03-17 18:21:55
WF_004887,BATCH_030,MACH_005,Post-Etch,97.0,2,None,88.658,124.65,245.73,47.57,120.72,459.23,2026-03-17 18:06:55
WF_004888,BATCH_069,MACH_001,Post-Etch,97.0,2,None,89.947,121.93,248.77,50.18,120.89,461.03,2026-03-17 17:51:55
WF_004889,BATCH_014,MACH_003,Post-Etch,96.0,4,None,88.617,117.9,245.92,47.34,120.42,442.84,2026-03-17 17:36:55
WF_004890,BATCH_091,MACH_004,Post-Etch,96.5,3,None,90.506,122.37,243.86,50.79,120.1,436.67,2026-03-17 17:21:55
WF_004891,BATCH_053,MACH_002,Post-Etch,95.0,6,Etch Pit,92.597,117.25,249.24,55.45,120.06,432.91,2026-03-17 17:06:55
WF_004892,BATCH_093,MACH_004,Post-Etch,95.5,5,None,92.022,120.08,253.72,53.67,119.36,443.83,2026-03-17 16:51:55
WF_004893,BATCH_093,MACH_001,Post-Etch,97.0,2,None,89.663,118.01,246.77,49.35,119.77,467.5,2026-03-17 16:36:55
WF_004894,BATCH_026,MACH_001,Post-Etch,95.5,5,None,88.453,116.71,252.72,47.35,119.97,459.04,2026-03-17 16:21:55
WF_004895,BATCH_090,MACH_003,Post-Etch,96.0,4,None,89.284,120.58,249.16,48.39,120.27,438.94,2026-03-17 16:06:55
WF_004896,BATCH_043,MACH_004,Post-Etch,97.0,2,None,90.465,122.63,243.68,50.41,120.62,465.66,2026-03-17 15:51:55
WF_004897,BATCH_009,MACH_005,Post-Etch,96.5,3,None,89.131,122.91,245.11,48.91,119.73,428.44,2026-03-17 15:36:55
WF_004898,BATCH_048,MACH_004,Post-Etch,95.0,6,Contamination,91.086,124.39,242.8,52.31,119.54,446.62,2026-03-17 15:21:55
WF_004899,BATCH_067,MACH_004,Post-Etch,96.5,3,None,89.668,123.75,240.25,49.8,121.03,440.01,2026-03-17 15:06:55
WF_004900,BATCH_043,MACH_003,Post-Etch,96.0,4,None,90.809,116.24,258.49,51.89,120.35,457.01,2026-03-17 14:51:55
WF_004901,BATCH_090,MACH_003,Post-Etch,96.5,3,None,90.655,116.61,251.56,50.93,120.01,438.58,2026-03-17 14:36:55
WF_004902,BATCH_100,MACH_005,Post-Etch,97.5,1,None,89.486,115.42,255.41,48.93,119.74,447.58,2026-03-17 14:21:55
WF_004903,BATCH_045,MACH_002,Post-Etch,96.5,3,None,90.91,123.35,245.33,51.96,119.38,438.62,2026-03-17 14:06:55
WF_004904,BATCH_058,MACH_004,Post-Etch,95.0,6,Photoresist Residue,89.106,115.87,243.76,48.65,119.14,450.92,2026-03-17 13:51:55
WF_004905,BATCH_060,MACH_004,Post-Etch,97.0,2,None,89.213,123.62,243.14,48.58,120.05,440.53,2026-03-17 13:36:55
WF_004906,BATCH_045,MACH_005,Post-Etch,96.5,3,None,90.295,119.19,254.3,50.8,119.3,442.92,2026-03-17 13:21:55
WF_004907,BATCH_094,MACH_005,Post-Etch,95.5,5,None,90.407,122.14,250.77,50.99,118.61,431.19,2026-03-17 13:06:55
WF_004908,BATCH_041,MACH_004,Post-Etch,96.5,3,None,89.245,118.6,244.78,47.73,119.8,444.03,2026-03-17 12:51:55
WF_004909,BATCH_026,MACH_005,Post-Etch,96.5,3,None,89.899,118.65,240.64,49.47,119.69,434.12,2026-03-17 12:36:55
WF_004910,BATCH_062,MACH_004,Post-Etch,97.0,2,None,89.177,120.35,244.94,48.72,120.35,430.46,2026-03-17 12:21:55
WF_004911,BATCH_010,MACH_003,Post-Etch,97.0,2,None,89.876,122.96,256.84,49.21,120.13,454.91,2026-03-17 12:06:55
WF_004912,BATCH_025,MACH_003,Post-Etch,94.5,7,Photoresist Residue,91.545,123.94,247.21,53.13,119.48,441.85,2026-03-17 11:51:55
WF_004913,BATCH_098,MACH_002,Post-Etch,94.5,7,Etch Pit,92.666,118.15,251.46,55.32,117.55,441.06,2026-03-17 11:36:55
WF_004914,BATCH_015,MACH_005,Post-Etch,96.5,3,None,89.193,121.69,254.42,49.12,120.73,449.82,2026-03-17 11:21:55
WF_004915,BATCH_100,MACH_004,Post-Etch,97.5,1,None,89.277,123.5,246.32,47.96,119.81,431.64,2026-03-17 11:06:55
WF_004916,BATCH_011,MACH_004,Post-Etch,97.5,1,None,89.713,120.24,237.05,49.64,119.64,449.91,2026-03-17 10:51:55
WF_004917,BATCH_006,MACH_004,Post-Etch,96.0,4,None,88.401,120.32,255.12,47.46,119.57,448.76,2026-03-17 10:36:55
WF_004918,BATCH_077,MACH_003,Post-Etch,96.0,4,None,91.609,122.12,250.79,53.38,120.59,457.29,2026-03-17 10:21:55
WF_004919,BATCH_036,MACH_004,Post-Etch,96.5,3,None,91.203,123.33,243.67,53.03,120.66,443.13,2026-03-17 10:06:55
WF_004920,BATCH_022,MACH_001,Post-Etch,97.0,2,None,89.98,118.34,242.55,49.74,119.23,459.91,2026-03-17 09:51:55
WF_004921,BATCH_038,MACH_002,Post-Etch,96.0,4,None,91.798,118.0,245.84,54.12,119.59,455.39,2026-03-17 09:36:55
WF_004922,BATCH_059,MACH_001,Post-Etch,97.0,2,None,90.617,124.33,246.01,51.57,119.13,435.53,2026-03-17 09:21:55
WF_004923,BATCH_070,MACH_001,Post-Etch,96.0,4,None,87.935,115.56,259.07,46.32,122.73,453.75,2026-03-17 09:06:55
WF_004924,BATCH_032,MACH_003,Post-Etch,97.0,2,None,90.557,117.12,257.64,50.65,119.72,452.54,2026-03-17 08:51:55
WF_004925,BATCH_038,MACH_002,Post-Etch,93.5,9,Contamination,94.169,120.33,241.23,57.8,120.66,442.0,2026-03-17 08:36:55
WF_004926,BATCH_087,MACH_003,Post-Etch,97.5,1,None,89.606,120.87,245.28,49.84,121.37,463.24,2026-03-17 08:21:55
WF_004927,BATCH_078,MACH_003,Post-Etch,97.0,2,None,89.878,124.77,241.38,49.92,118.28,461.7,2026-03-17 08:06:55
WF_004928,BATCH_022,MACH_003,Post-Etch,97.0,2,None,91.065,115.63,243.09,52.33,119.51,445.14,2026-03-17 07:51:55
WF_004929,BATCH_023,MACH_004,Post-Etch,96.5,3,None,88.917,124.73,252.72,47.49,119.68,451.12,2026-03-17 07:36:55
